Date,cci_30,relative_strength_index_14,sma_12,sma_26,stochastic_oscillator
2013-09-12,77.42196915,59.59254516,436.19244380000004,436.8930488,90.75276461
2013-09-13,63.10188187,56.74020397,437.81573480000003,436.8626333000001,83.1294825
2013-09-16,68.03182484,55.79592188,439.4511183999999,436.7683081999999,80.62656194
2013-09-17,49.65187654,54.5642475,440.7307307,436.6855328,77.47417688
2013-09-18,112.63212539999999,63.59205600000001,443.0839183,437.0283755,98.88720487
2013-09-19,125.64725130000001,59.91921953,444.6692556,437.358321,87.42346523
2013-09-20,126.13011540000001,62.17186976,445.9822363,437.9993473999999,94.46581365
2013-09-23,76.29701774,51.254836100000006,446.27169289999995,438.5160182,61.64896356
2013-09-24,50.46759227,51.44278822,446.5744959,439.0921713,44.29897575
2013-09-25,18.8276592,46.03918451,446.1232097,439.3150858,10.82163073
2013-09-26,11.919670199999999,46.62974467,445.6852722,439.5605234,10.22923847
2013-09-27,-9.168127392999999,45.61179346,444.85944620000004,439.69642869999996,14.64820027
2013-09-30,-12.95163306,45.32445964,444.1441472,439.7387789,20.16984487
2013-10-01,39.27546312,52.733298,444.05781039999994,440.061987,49.60183693
2013-10-02,37.38252538,53.34114838,444.0674057,440.47778780000004,52.22932398
2013-10-03,10.83895327,45.72890089,443.64948780000003,440.9771341,20.64754087
2013-10-04,-33.45604448,43.62188742,442.3577778,441.43528389999994,10.72176913
2013-10-07,-63.12399271,40.10481313,440.9959996,441.63375149999996,3.892119868
2013-10-08,-119.10075890000002,34.61633914,438.933937,441.76407439999997,3.7527802830000003
2013-10-09,-137.2933272,36.31922741,437.6559931,441.6770653,21.06295546
2013-10-10,-77.23688264,45.03425497,436.88021839999993,441.6118081999999,43.09845601
2013-10-11,-56.60511826,47.38321981,436.66166680000003,441.4660855,56.74878404
2013-10-14,-50.45128201,49.91567962,436.5757471,441.3992884,64.80829899
2013-10-15,-2.015665414,53.37634919,436.8101476,441.2830177,76.34973336
2013-10-16,84.37042922,61.21317731,437.7327372,441.46319819999997,99.45800947
2013-10-17,59.03393329,55.42630353,437.807396,441.32074800000004,82.76420585
2013-10-18,588.9263664,81.04096036,442.9550426,443.5989873,97.65188776
2013-10-21,442.1639783,77.85429927,448.2607652,445.79791730000005,91.08056765
2013-10-22,321.446538,78.27403249999999,453.8767981000001,448.0932899,93.18258499
2013-10-23,278.03351200000003,80.85243568,460.7866212,450.8903163,98.25830868
2013-10-24,231.29253870000002,78.44555907,467.9554546,453.243245,92.39839865
2013-10-25,173.400556,74.24179926,474.601265,455.49183889999995,87.16028174
2013-10-28,146.6615325,74.15910122,480.72238430000004,457.6457226,87.05906514
2013-10-29,140.8664061,77.07920579,487.5729829,460.5282194,97.59923711
2013-10-30,126.46787909999999,74.59186899,494.0090003,463.29213660000005,94.20893678
