Date,cci_30,relative_strength_index_14,sma_12,sma_26,stochastic_oscillator
2006-01-04,-39.97909488,51.68327215,19.85011567,20.23386581,76.31570175
2006-01-05,-27.34539813,52.14569327,19.85570467,20.212082000000002,86.40785088
2006-01-06,-52.66096695,50.08065698,19.860673499999997,20.1900115,78.64085305
2006-01-09,-34.73658377,48.78033539,19.860673499999997,20.16650777,73.78657649
2006-01-10,-37.78896832,52.499007299999995,19.87744067,20.14099735,87.37872561
2006-01-11,12.17827356,59.12025445,19.92091292,20.12035996,92.24821105
2006-01-12,5.919547302000001,54.86058139,19.95196458,20.10000885,80.62014002
2006-01-13,13.40662366,55.99868221,19.99729958,20.08567758,84.49626705
2006-01-17,-1.253034933,50.51278739,20.03456108,20.06389377,68.99230154
2006-01-18,-32.4006718,46.58113759,20.06933858,20.03924358,56.58919115
2006-01-19,14.59299281,51.41695227,20.12336858,20.01946592,71.31788474
2006-01-20,-84.46261486,39.16034062,20.09666408,19.98965604,24.03102638
2006-01-23,-119.915456,38.19605524,20.05816025,19.96729904,19.37985998
2006-01-24,-132.4570223,37.04945007,20.01406675,19.94408196,5.128376068
2006-01-25,-107.17467979999999,40.3545636,19.98239392,19.92917712,15.38470085
2006-01-26,-71.3712923,43.03839379,19.96003658,19.91771165,23.9317094
2006-01-27,226.7874031,64.94943863,20.00909917,19.94522869,90.75145578
2006-01-30,279.22389639999994,67.16366609,20.05319233,19.97790458,90.81633122
2006-01-31,264.1895543,68.68547731,20.11591692,20.018606,89.35189815
2006-02-01,195.2460455,66.26051304,20.16870533,20.06016765,84.25935185
2006-02-02,140.23015769999998,58.92724935,20.21155658,20.08997731,67.59263889
2006-02-03,94.14937602,56.31724138,20.25565117,20.12093358,61.111203700000004
2006-02-06,50.2940398,50.01187855,20.26496683,20.14329058,43.98152778
2006-02-07,-0.074166506,46.52495886,20.29788225,20.16249508,33.33342593
2006-02-08,-13.46804706,46.07363962,20.33265975,20.18427915,31.94449074
2006-02-09,-32.8846478,42.38442613,20.35625925,20.17911992,20.37041667
2006-02-10,-50.74300762,42.97453423,20.37426942,20.17109423,21.75935185
2006-02-13,-88.72630296,38.70553449,20.36743875,20.15389662,7.441817415
2006-02-14,-81.4546373,43.90626108,20.2966405,20.14644423,16.42516908
2006-02-15,-41.52407237,49.59428297,20.23274158,20.14962831,26.47055219
2006-02-16,-40.9201409,48.43722333,20.15516508,20.146786499999997,23.03917796
2006-02-17,-49.8901958,46.59730028,20.07756442,20.13246835,17.64711649
2006-02-21,-74.53352579,43.9806208,20.01235167,20.11784827,11.56075145
2006-02-22,-47.57834087,47.54922708,19.96704925,20.10697188,23.03024242
2006-02-23,-43.05153046,46.48625341,19.94098708,20.10010258,23.52939446
2006-02-24,-51.84939839,45.93335853,19.92733908,20.09695685,24.16656319
2006-02-27,8.838417844,54.154891299999996,19.94172575,20.100444,77.17380435
2006-02-28,16.0242492,50.60337351,19.96042192,20.11623892,55.20849501
2006-03-01,26.60609094,55.33502639,19.99407917,20.14151835,83.33331597
2006-03-02,8.533200753,51.96012893,20.03577392,20.16391531,65.62496419
2006-03-03,0.887629549,51.16935933,20.05882975,20.18172231,61.45839735
2006-03-06,2.61790829,50.75354528,20.06069933,20.19608804,59.37506185
2006-03-07,1.811575978,53.78762519,20.07627808,20.17779215,74.99997396
2006-03-08,43.55920925,57.36997653,20.11055042,20.15894131,78.44827586
2006-03-09,23.2569585,51.69170945,20.13921508,20.12860127,56.89655172
2006-03-10,6.262914003,54.9566047,20.16725617,20.10630304,71.55172414
2006-03-13,16.61583339,53.58015722,20.195297,20.09259815,62.13605618
2006-03-14,43.79888351,55.955996299999995,20.2326845,20.08635685,72.44897959
2006-03-15,74.59182499,58.43779094,20.25200142,20.09445996,85.71438776
2006-03-16,104.2352134,56.0819044,20.27692692,20.10656723,72.28915663
2006-03-17,153.0988952,60.46840195,20.299360500000002,20.12614946,82.60869565
2006-03-20,247.150863,66.56612775,20.35668908,20.16411369,91.99991999999999
2006-03-21,233.26756119999996,62.56867898,20.40716342,20.19690415,67.56761322
2006-03-22,39.73098726,49.87997296,20.42211875,20.22132496,27.70272142
2006-03-23,-30.58226011,44.89439523,20.40903242,20.22966535,12.17949499
2006-03-24,-14.88691971,47.88623737,20.39407817,20.23340435,24.37496797
2006-03-27,26.04030765,47.88623737,20.3947015,20.23915654,24.37496797
2006-03-28,-14.22928326,45.89926994,20.37787692,20.24490881,17.49995937
2006-03-29,0.343857256,48.41388538,20.372269,20.25871385,24.99996875
2006-03-30,43.30547918,52.56852727,20.372269,20.27338135,38.12498516
2006-03-31,76.28897876,52.13801448,20.36292258,20.28919942,36.87492109
2006-04-03,140.434006,58.53971485,20.38099358,20.31594623,58.74994844
2006-04-04,144.94073799999998,59.86124362,20.38971733,20.33291481,63.74995469
2006-04-05,166.60520380000003,61.51267714,20.38037067,20.35793619,70.000025
2006-04-06,94.05013708,56.96915923,20.36915417,20.37001569,58.74994844
2006-04-07,50.43340525,50.10487569,20.37538467,20.37806838,39.37498672
2006-04-10,18.13900598,50.92672216,20.40280283,20.38842215,50.75757576
2006-04-11,-30.58041886,47.5535097,20.41028,20.39474927,38.63621212
2006-04-12,-41.53687188,49.14084708,20.42211958,20.39877569,43.93939394
2006-04-13,-50.45827117,46.336144899999994,20.43271267,20.39359908,23.00889733
2006-04-17,-114.0789462,41.79169136,20.42149558,20.38899715,9.090901577999999
2006-04-18,-26.73418643,50.44004628,20.42087283,20.39043519,40.49575166
2006-04-19,-63.14722769,46.70373861,20.40965633,20.3881345,24.79345058
2006-04-20,-86.85495583,46.70373861,20.37663017,20.38238269,26.61290323
2006-04-21,-22.64039281,49.44672347,20.34609667,20.37634338,36.29024194
2006-04-24,-43.99443717,48.54963731,20.30683883,20.37174169,33.06451613
2006-04-25,-43.99453066,48.54963731,20.2787975,20.36052508,33.06451613
2006-04-26,-43.49123437,48.29578494,20.26945133,20.33780481,39.21566513
2006-04-27,5.772736859,52.32474288,20.26695808,20.323712,53.92157632
2006-04-28,-649.5093243,19.13537168,20.08126317,20.23743131,4.132232543
2006-05-01,-426.8885359,21.55532725,19.89992975,20.16380523,7.989010465
2006-05-02,-329.75007569999997,20.25003454,19.70924908,20.07752412,2.9490624530000003
2006-05-03,-311.3144923,16.93666521,19.48055717,19.96708438,0.446428671
2006-05-04,-242.4176673,21.38923098,19.24501092,19.86757396,6.68155902
2006-05-05,-178.9014908,27.00728168,19.043737,19.77496588,14.69933185
2006-05-08,-134.6438567,26.60905751,18.838101,19.67430515,13.14033408
2006-05-09,-136.66347240000002,25.9612527,18.61813267,19.57105573,10.69046771
2006-05-10,-120.6251902,28.51697024,18.41000467,19.4620545,14.03120267
2006-05-11,-120.27893940000001,25.09633209,18.16760383,19.33493423,1.781737194
2006-05-12,-115.89420009999999,24.80500107,17.92270967,19.20349973,2.62010917
2006-05-15,-106.60421240000001,26.10330643,17.67284858,19.07926327,2.6086750469999997
2006-05-16,-90.78296552,25.16744245,17.60740158,18.95990065,2.118644517
2006-05-17,-100.7150283,23.36331832,17.51571483,18.83130308,0.0
2006-05-18,-91.70411513,25.41947914,17.447732000000002,18.71019427,4.405286343999999
